Sales_ID,name,year,selling_price,km_driven,Region,State or Province,City,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,sold
1908,Hyundai,2011,250000,100000,Central,Texas,Laredo,LPG,Individual,Manual,Second_Owner,13.45,1086,62.1,96.1Nm@ 3000rpm,5,Y
1909,Honda,2009,280000,40000,Central,Texas,Laredo,Petrol,Individual,Automatic,Third_Owner,12.9,1799,130,172Nm@ 4300rpm,5,Y
1910,Mahindra,2010,300000,100000,Central,Illinois,Romeoville,Diesel,Individual,Manual,First_Owner,13,2489,95,220Nm at 1400-2600 rpm,8,Y
1911,Tata,2016,900000,120000,Central,Illinois,Rockford,Diesel,Individual,Manual,First_Owner,14.1,2179,147.94,320Nm@ 1500-3000rpm,5,Y
1912,Maruti,2014,190000,60000,Central,Illinois,Rockford,Petrol,Individual,Manual,First_Owner,19,998,67.1,90Nm@ 3500rpm,5,Y
1913,Mahindra,2019,800000,2000,Central,Illinois,Rockford,Diesel,Individual,Manual,First_Owner,15.96,2523,63,180Nm@ 1440-1500rpm,9,Y
1914,Mahindra,2012,450000,100000,Central,Illinois,Rockford,Diesel,Individual,Manual,First_Owner,14,2523,75,200Nm@ 1400-2200rpm,8,Y
1915,Mahindra,2015,400000,110000,Central,Illinois,Rockford,Diesel,Individual,Manual,First_Owner,14.95,2489,93.7,218Nm@ 1400-2600rpm,7,Y
1916,Tata,2009,150000,90000,Central,Illinois,Romeoville,Diesel,Individual,Manual,Second_Owner,13.93,2179,138.1,320Nm@ 1700-2700rpm,7,Y
1917,Tata,2011,200000,84321,Central,Illinois,Rockford,Diesel,Individual,Manual,First_Owner,23.57,1396,70,140Nm@ 1800-3000rpm,5,Y
1918,Mahindra,2013,600000,177000,Central,Minnesota,Maplewood,Diesel,Individual,Manual,First_Owner,15.1,2179,140,330Nm@ 1600-2800rpm,7,Y
1919,Tata,2010,175000,60000,Central,Minnesota,Maplewood,Diesel,Individual,Manual,First_Owner,18,1248,75,190 Nm at 1750  rpm ,5,Y
1920,Tata,2008,99000,205000,Central,Minnesota,Maplewood,Diesel,Individual,Manual,Second_Owner,19.09,1396,69,135Nm@ 2500rpm,5,Y
1921,Hyundai,2008,215000,70000,Central,Minnesota,Maplewood,Petrol,Individual,Manual,Second_Owner,20.36,1197,78.9,111.8Nm@ 4000rpm,5,Y
1923,Renault,2013,520000,126000,Central,Minnesota,Minneapolis,Diesel,Individual,Manual,Second_Owner,19.01,1461,108.45,248Nm@ 2250rpm,5,Y
1924,Ford,2016,2280000,120000,Central,Minnesota,Minneapolis,Diesel,Individual,Automatic,Second_Owner,10.91,3198,197,470Nm@ 1750-2500rpm,7,Y
1925,Tata,2015,285000,70000,Central,Minnesota,Minneapolis,Diesel,Individual,Manual,First_Owner,19.1,1405,70,135.4Nm@ 2500rpm,5,Y
1926,Mahindra,2017,660000,82000,South,Florida,Orlando,Diesel,Individual,Manual,First_Owner,18.49,1493,100,240Nm@ 1600-2800rpm,7,Y
1927,Maruti,2004,31504,110000,South,Florida,Ocoee,Petrol,Individual,Manual,Third_Owner,16.1,796,37,59Nm@ 2500rpm,4,Y
1928,Maruti,2015,515000,45000,South,Florida,Ocoee,Petrol,Individual,Manual,Second_Owner,20.85,1197,83.14,115Nm@ 4000rpm,5,Y
1929,Nissan,2012,295000,70000,South,Florida,Ocoee,Diesel,Individual,Manual,Second_Owner,21.64,1461,84.8,200Nm@ 2000rpm,5,Y
1930,Nissan,2015,700000,80000,South,Florida,Orlando,Diesel,Individual,Manual,Second_Owner,20.45,1461,83.8,200Nm@ 1900rpm,5,Y
1931,Mahindra,2017,1100000,45000,South,Florida,Orlando,Diesel,Individual,Manual,First_Owner,15.4,2179,120,280Nm@ 1800-2800rpm,7,Y
1932,Hyundai,2017,300000,60000,South,Florida,Ocoee,Petrol,Individual,Manual,First_Owner,20.3,998,68.05,94.14Nm@ 3500rpm,5,Y
1933,Maruti,2013,450000,41800,South,Florida,Orlando,Petrol,Individual,Manual,First_Owner,18.6,1197,85.8,114Nm@ 4000rpm,5,Y
1935,Maruti,2017,700000,50000,East,New York,White Plains,Diesel,Individual,Manual,Second_Owner,28.4,1248,74.02,190Nm@ 2000rpm,5,Y
1936,Ford,2012,250000,40000,East,New York,White Plains,Diesel,Individual,Manual,First_Owner,20,1399,68,160Nm@ 2000rpm,5,Y
1937,Maruti,2009,140000,96000,East,New York,White Plains,Petrol,Individual,Manual,Second_Owner,18.9,1061,67,84Nm@ 3500rpm,5,Y
1938,Mahindra,2012,250000,117000,East,New York,Yonkers,Diesel,Individual,Manual,First_Owner,14,2498,112,260 Nm at 1800-2200 rpm,8,Y
1939,Hyundai,2011,210000,110000,East,New York,Yonkers,Petrol,Individual,Manual,Second_Owner,19.81,1086,68.05,99.04Nm@ 4500rpm,5,Y
1940,Honda,2014,420000,100000,East,New York,Yonkers,Diesel,Individual,Manual,Second_Owner,25.8,1498,98.6,200Nm@ 1750rpm,5,Y
1941,Maruti,2007,130000,88700,East,New York,White Plains,Petrol,Individual,Manual,Third_Owner,19.7,796,46.3,62Nm@ 3000rpm,5,Y
1942,Nissan,2012,320000,70000,East,New York,Yonkers,Petrol,Individual,Manual,Second_Owner,16.95,1498,97.7,134Nm@ 4000rpm,5,Y
1943,Maruti,2010,200000,110000,East,New York,Yonkers,Petrol,Individual,Manual,Second_Owner,17.3,1061,64,"8.6@ 3,500(kgm@ rpm)",5,Y
1944,Maruti,2016,310000,15000,East,New York,Yonkers,Petrol,Individual,Manual,First_Owner,22.74,796,47.3,69Nm@ 3500rpm,5,Y
1945,Mahindra,2012,200000,80000,East,New York,Yonkers,Diesel,Individual,Manual,Second_Owner,20.8,1461,65,160Nm@ 2000rpm,5,Y
1946,Maruti,2014,350000,50000,East,New York,White Plains,Petrol,Individual,Manual,First_Owner,18.5,1197,85.8,114Nm@ 4000rpm,5,Y
1947,Hyundai,2018,444000,15000,Central,Wisconsin,Stevens Point,Petrol,Individual,Manual,First_Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5,Y
1948,Datsun,2017,300000,25000,Central,Wisconsin,Stevens Point,Petrol,Individual,Manual,First_Owner,22.7,799,53.64,72Nm@ 4386rpm,5,Y
1949,Mahindra,2011,225000,57000,Central,Wisconsin,Stevens Point,Diesel,Individual,Manual,Second_Owner,21,1461,64.1,160Nm@ 2000rpm,5,Y
1950,Mahindra,2012,600000,75000,Central,Wisconsin,Sun Prairie,Diesel,Individual,Manual,First_Owner,15.96,2523,62.1,195Nm@ 1400-2200rpm,7,Y
1951,Maruti,2013,260000,26000,Central,Wisconsin,Sun Prairie,Petrol,Individual,Manual,First_Owner,15.37,1196,73,101Nm@ 3000rpm,5,Y
1952,Hyundai,2015,375000,160000,Central,Wisconsin,Sheboygan,Diesel,Individual,Manual,First_Owner,24.4,1120,71.01,180.4Nm@ 1750-2500rpm,5,Y
1953,Maruti,2013,260000,26000,Central,Wisconsin,Sun Prairie,Petrol,Individual,Manual,First_Owner,15.37,1196,73,101Nm@ 3000rpm,5,Y
1954,Maruti,2010,150000,120000,Central,Wisconsin,Sun Prairie,Petrol,Individual,Manual,Second_Owner,19.7,796,46.3,62Nm@ 3000rpm,5,Y
1955,Maruti,2014,110000,50000,Central,Wisconsin,Sun Prairie,Petrol,Individual,Manual,Second_Owner,19.7,796,46.3,62Nm@ 3000rpm,5,Y
1956,Maruti,2012,225000,40000,Central,Wisconsin,Sun Prairie,Petrol,Individual,Manual,First_Owner,19.7,796,46.3,62Nm@ 3000rpm,5,Y
1959,Honda,2017,860000,28000,Central,Indiana,Munster,Petrol,Individual,Manual,First_Owner,17.8,1497,117.3,145Nm@ 4600rpm,5,Y
1960,Maruti,2018,650000,50000,Central,Texas,Odessa,Diesel,Individual,Manual,First_Owner,28.4,1248,74.02,190Nm@ 2000rpm,5,Y
1961,Maruti,2014,650000,90000,Central,Indiana,Munster,Diesel,Individual,Manual,First_Owner,20.77,1248,88.8,200Nm@ 1750rpm,7,Y
1962,Hyundai,2016,710000,40000,Central,Indiana,Munster,Diesel,Individual,Manual,First_Owner,24.8,1396,88.7,219.7Nm@ 1750-2750rpm,5,Y
1963,Ford,2017,430000,113000,South,Kentucky,Henderson,Diesel,Individual,Manual,First_Owner,25.83,1498,99,215Nm@ 1750-3000rpm,5,Y
1964,Maruti,2011,305000,188000,South,Kentucky,Henderson,Diesel,Individual,Manual,Second_Owner,17.8,1248,75,190Nm@ 2000rpm,5,Y
1965,Ford,2011,220000,100000,South,Kentucky,Henderson,Diesel,Individual,Manual,First_Owner,20,1399,68,160Nm@ 2000rpm,5,Y
1966,Tata,2010,150000,225000,South,Kentucky,Henderson,Diesel,Individual,Manual,Third_Owner,14,1948,90,190Nm@ 2000-3000,9,Y
1967,Mahindra,2017,660000,67000,South,Kentucky,Henderson,Diesel,Individual,Manual,Second_Owner,18.49,1493,100,240Nm@ 1600-2800rpm,7,Y
1968,Chevrolet,2011,140000,70000,South,Kentucky,Hopkinsville,Diesel,Individual,Manual,Fourth_Above_Owner,25.44,936,57.6,150Nm@ 1750rpm,5,Y
1969,Toyota,2015,1100000,50000,South,Kentucky,Hopkinsville,Petrol,Individual,Manual,First_Owner,14.28,1798,138.03,173Nm@ 4000rpm,5,Y
1970,Jaguar,2013,2450000,60000,South,Kentucky,Hopkinsville,Diesel,Individual,Automatic,First_Owner,16.36,2179,187.7,450Nm@ 2000rpm,5,Y
1971,Volkswagen,2017,625000,34000,South,Kentucky,Hopkinsville,Diesel,Individual,Automatic,First_Owner,22,1498,108.495,250Nm@ 1500-3000rpm,5,Y
1972,Honda,2004,198000,110000,East,New York,Ossining,Petrol,Individual,Manual,Third_Owner,12.8,1493,100,13.1kgm@ 4600rpm,5,Y
1974,Maruti,2005,130000,140000,East,New York,Ossining,Petrol,Individual,Manual,Second_Owner,18.9,998,67.1,90Nm@ 3500rpm,5,Y
1975,Honda,2012,540000,100000,East,New York,Oceanside,Petrol,Individual,Manual,Second_Owner,16.8,1497,116.3,146Nm@ 4800rpm,5,Y
1976,Hyundai,2017,550000,10000,East,New York,Oceanside,Petrol,Individual,Automatic,First_Owner,18.9,1197,81.86,113.75nm@ 4000rpm,5,Y
1977,Maruti,2018,475000,30000,East,New York,Plainview,Petrol,Individual,Manual,First_Owner,21.63,998,67.04,90Nm@ 3500rpm,5,Y
1978,Audi,2017,2825000,22000,East,New York,Ossining,Diesel,Dealer,Automatic,First_Owner,15.73,1968,174.33,380Nm@ 1750-2500rpm,5,Y
1979,Honda,2020,2125000,5500,East,New York,Ossining,Diesel,Dealer,Manual,First_Owner,26.8,1597,118,300Nm@ 2000rpm,5,Y
1980,BMW,2018,3350000,18000,Central,Indiana,Michigan City,Diesel,Dealer,Automatic,First_Owner,19.62,1998,190,400nm@ 1750-2500rpm,5,Y
1981,Toyota,2018,1800000,20000,Central,Indiana,Merrillville,Diesel,Dealer,Automatic,First_Owner,11.36,2755,171.5,360Nm@ 1200-3400rpm,8,Y
1982,Hyundai,2018,540000,7000,Central,Indiana,Michigan City,Petrol,Dealer,Manual,First_Owner,20.3,1086,68,99Nm@ 4500rpm,5,Y
1983,Force,2018,910000,20000,Central,Indiana,Merrillville,Diesel,Dealer,Manual,First_Owner,17,2596,80.8,230Nm@ 1800-2000rpm,5,Y
1984,Maruti,2019,484999,4875,Central,Indiana,Michigan City,Petrol,Dealer,Manual,First_Owner,21.63,998,67.04,90Nm@ 3500rpm,5,Y
1985,Hyundai,2020,1950000,2700,Central,Indiana,Michigan City,Diesel,Dealer,Automatic,First_Owner,17.01,1582,126.2,259.9Nm@ 1900-2750rpm,5,Y
1986,Maruti,2018,950000,58511,West,Oregon,Aloha,Diesel,Dealer,Manual,First_Owner,24.3,1248,88.5,200Nm@ 1750rpm,5,Y
1987,Ford,2015,365000,105000,West,Oregon,Aloha,Diesel,Dealer,Manual,First_Owner,25.83,1498,99,215Nm@ 1750-3000rpm,5,Y
1988,Mahindra,2018,900000,26235,West,Oregon,Aloha,Diesel,Dealer,Manual,First_Owner,16.55,2498,105,247Nm@ 1800-2000rpm,6,Y
1989,Tata,2017,919999,26766,West,Oregon,Beaverton,Diesel,Dealer,Manual,First_Owner,21.5,1497,108.5,260Nm@ 1500-2750rpm,5,Y
1990,MG,2020,1900000,1600,West,Oregon,Aloha,Petrol,Dealer,Automatic,First_Owner,13.96,1451,141,250Nm@ 1600-3600rpm,5,Y
1991,Mercedes,2018,2950000,46000,West,Oregon,Aloha,Diesel,Dealer,Manual,First_Owner,15.8,2148,170,"42@ 2,000(kgm@ rpm)",5,Y
1992,Mahindra,2019,1075000,23000,West,Oregon,Beaverton,Diesel,Dealer,Manual,First_Owner,17.3,1497,121,300Nm@ 1750-2500rpm,7,Y
1993,Maruti,2017,600000,24522,West,Oregon,Albany,Petrol,Dealer,Manual,First_Owner,20.4,1197,81.8,113Nm@ 4200rpm,5,Y
1994,BMW,2017,3200000,13663,West,Oregon,Beaverton,Diesel,Dealer,Automatic,First_Owner,22.69,1995,190,400Nm@ 1750-2500rpm,5,Y
1995,Skoda,2019,2600000,11000,West,Oregon,Aloha,Diesel,Dealer,Automatic,First_Owner,19.3,1968,141,320Nm@ 1750-3000rpm,5,Y
1996,Maruti,2016,839000,63000,West,Oregon,Albany,Diesel,Dealer,Manual,First_Owner,24.3,1248,88.5,200Nm@ 1750rpm,5,Y
1997,Volkswagen,2019,635000,2000,West,Oregon,Beaverton,Petrol,Dealer,Manual,First_Owner,16.2,1199,74,110Nm@ 3000-4300rpm,5,Y
1998,Mahindra,2014,550000,300000,West,Oregon,Bend,Diesel,Individual,Manual,Third_Owner,12.05,2179,120,290Nm@ 1800-2800rpm,8,Y
1999,Mahindra,2011,180000,190000,West,Oregon,Bend,Diesel,Individual,Manual,Third_Owner,19.2,1461,65,"16@ 2,000(kgm@ rpm)",5,Y
2000,Honda,2015,650000,80000,East,Maine,Gorham,Diesel,Individual,Manual,First_Owner,26,1498,98.6,200Nm@ 1750rpm,5,Y
2001,Honda,2011,350000,80000,East,Massachusetts,Wellesley,Petrol,Individual,Manual,Second_Owner,16,1198,90,110(11.2)@ 4800,5,Y
2002,Maruti,2015,265000,54000,East,Massachusetts,Watertown,Petrol,Individual,Manual,First_Owner,23.95,998,67.05,90Nm@ 3500rpm,5,Y
2003,Renault,2018,330000,30000,East,New Jersey,Scotch Plains,Petrol,Individual,Manual,First_Owner,23.01,999,67,91Nm@ 4250rpm,5,Y
2004,Maruti,2019,395000,5000,East,New Jersey,Phillipsburg,Petrol,Individual,Manual,First_Owner,15.37,1196,73,101Nm@ 3000rpm,7,Y
2005,Mahindra,2015,700000,58945,South,Florida,Port Saint Lucie,Diesel,Individual,Manual,First_Owner,18.49,1493,100,240Nm@ 1600-2800rpm,7,Y
2006,Ford,2012,300000,90000,South,Florida,Port Orange,Diesel,Individual,Manual,First_Owner,20,1399,68,160Nm@ 2000rpm,5,Y
2007,Toyota,2011,650000,375000,South,Florida,Ponte Vedra Beach,Diesel,Individual,Manual,First_Owner,12.8,2494,102,20.4@ 1400-3400(kgm@ rpm),8,Y
2008,Maruti,2013,625000,160000,South,Florida,Ponte Vedra Beach,Diesel,Individual,Manual,Third_Owner,20.77,1248,88.76,200Nm@ 1750rpm,7,Y
2009,Volkswagen,2014,425000,80000,South,Florida,Ponte Vedra Beach,Diesel,Individual,Manual,Second_Owner,15.11,1598,103.6,250Nm@ 1500-2500rpm,5,Y
2010,Maruti,2004,55000,50000,South,Florida,Port Charlotte,Petrol,Individual,Manual,Third_Owner,16.1,796,37,59Nm@ 2500rpm,4,Y
2011,Tata,2015,250000,80000,South,Florida,Ponte Vedra Beach,Diesel,Individual,Manual,Second_Owner,19.09,1405,69.01,135Nm@ 2500rpm,5,Y
2012,Mahindra,2015,459999,156975,South,Florida,Ponte Vedra Beach,Diesel,Individual,Manual,First_Owner,15.96,2523,62.1,195Nm@ 1440-2200rpm,9,Y
2013,Toyota,2017,1594000,5000,South,Florida,Ponte Vedra Beach,Diesel,Individual,Manual,First_Owner,21.43,1364,86.79,205Nm@ 1800-2800rpm,5,Y
2014,Chevrolet,2014,300000,50000,South,Florida,Port Orange,Petrol,Individual,Manual,First_Owner,18.2,1199,82.4,108.5Nm@ 5000rpm,5,Y
2015,Ford,2018,950000,27620,South,Florida,Ponte Vedra Beach,Diesel,Dealer,Manual,First_Owner,22.77,1498,98.59,205Nm@ 1750-3250rpm,5,Y
2016,Mahindra,2013,484999,120000,South,Florida,Port Charlotte,Diesel,Individual,Manual,First_Owner,12.05,2179,120,290Nm@ 1800-2800rpm,9,Y
2017,Mahindra,2009,161000,120000,South,Florida,Port Charlotte,Diesel,Individual,Manual,Third_Owner,14,2498,112,260 Nm at 1800-2200 rpm,8,Y
2018,Hyundai,2015,500000,58000,South,Florida,Pompano Beach,Petrol,Individual,Manual,First_Owner,17.19,1197,81.86,114.73Nm@ 4000rpm,5,Y
2019,Nissan,2012,350000,50000,South,Florida,Poinciana,Petrol,Individual,Manual,First_Owner,16.95,1498,97.7,134Nm@ 4000rpm,5,Y
2020,Maruti,2017,550000,40000,South,Florida,Pompano Beach,Petrol,Individual,Automatic,First_Owner,20.89,1197,81.8,113Nm@ 4200rpm,5,Y
2021,Honda,2018,850000,7800,South,Florida,Port Orange,Petrol,Individual,Manual,First_Owner,17.5,1199,88.7,110Nm@ 4800rpm,5,Y
2022,Maruti,2016,240000,50000,South,Florida,Poinciana,Petrol,Individual,Manual,First_Owner,22.74,796,47.3,69Nm@ 3500rpm,5,Y
2023,Ford,2011,950000,68000,South,Florida,Port Charlotte,Diesel,Individual,Manual,First_Owner,13.1,2499,141,330Nm@ 1800rpm,7,Y
2024,Maruti,2015,423000,60000,South,Florida,Port Charlotte,Petrol,Individual,Manual,Second_Owner,16.02,1373,93.7,130Nm@ 4000rpm,7,Y
2025,Tata,2005,90000,74000,South,Florida,Port Charlotte,Petrol,Individual,Manual,Second_Owner,12.8,1396,85,"12@ 3,500(kgm@ rpm)",5,Y
2026,Tata,2011,350000,58000,East,Ohio,Lima,Diesel,Individual,Manual,Second_Owner,13.93,2179,138.1,320Nm@ 1700-2700rpm,7,Y
2027,Maruti,2011,170000,70000,East,Ohio,Lorain,Petrol,Individual,Manual,Third_Owner,19,998,66.1,90Nm@ 3500rpm,5,Y
2028,Ford,2015,450000,70000,East,Ohio,Lorain,Petrol,Individual,Manual,First_Owner,18.16,1196,86.8,112Nm@ 4000rpm,5,Y
2029,Hyundai,2009,150000,110000,East,Ohio,Mansfield,Petrol,Individual,Manual,Second_Owner,20.36,1197,78.9,111.7Nm@ 4000rpm,5,Y
2031,Hyundai,2016,511000,80000,East,Ohio,Lima,Diesel,Individual,Manual,First_Owner,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5,Y
2032,Maruti,2018,850000,59000,East,Ohio,Mansfield,Diesel,Individual,Manual,First_Owner,24.2,1498,93.87,225Nm@ 1500-2500rpm,7,Y
2033,Tata,2018,250000,110000,East,Ohio,Lorain,Diesel,Individual,Manual,First_Owner,25,1396,69,140Nm@ 1800-3000rpm,5,Y
2034,Maruti,2020,420000,25000,East,Ohio,Mansfield,Petrol,Individual,Manual,First_Owner,21.63,998,67.04,90Nm@ 3500rpm,5,Y
2035,Maruti,2014,180000,55000,South,Tennessee,Germantown,Petrol,Individual,Manual,First_Owner,22.74,796,47.3,69Nm@ 3500rpm,5,Y
2036,Maruti,2015,400000,25000,South,Tennessee,Hendersonville,Diesel,Individual,Manual,First_Owner,27.62,793,47,125Nm@ 2000rpm,5,Y
2037,Mahindra,2009,150000,300000,South,Tennessee,Hendersonville,Diesel,Individual,Manual,First_Owner,14,2498,112,260 Nm at 1800-2200 rpm,7,Y
2038,Ford,2016,500000,143200,South,Tennessee,Hendersonville,Diesel,Individual,Manual,First_Owner,25.83,1498,99,215Nm@ 1750-3000rpm,5,Y
2039,Jeep,2017,1689999,60000,South,Tennessee,Gallatin,Diesel,Individual,Manual,First_Owner,17.1,1956,170,350Nm@ 1750-2500rpm,5,Y
2040,Nissan,2012,204999,120000,South,Tennessee,Hendersonville,Diesel,Individual,Manual,First_Owner,23.08,1461,63.1,160Nm@ 2000rpm,5,Y
2041,Maruti,2014,459999,145000,South,Tennessee,Gallatin,Diesel,Individual,Manual,Second_Owner,26.21,1248,88.5,200Nm@ 1750rpm,5,Y
2042,Hyundai,2017,600000,30000,South,Tennessee,Gallatin,Petrol,Individual,Manual,First_Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5,Y
2043,Hyundai,2019,585000,8000,South,Tennessee,Gallatin,Petrol,Individual,Manual,First_Owner,18.9,1197,81.86,113.75nm@ 4000rpm,5,Y
2044,Ford,2012,551000,170000,South,Tennessee,Gallatin,Diesel,Individual,Manual,First_Owner,13.1,2499,141,330Nm@ 1800rpm,7,Y
2045,Maruti,2013,525000,100000,South,Tennessee,Gallatin,Diesel,Individual,Manual,First_Owner,23.4,1248,74,190Nm@ 2000rpm,5,Y
2046,Maruti,2012,160000,62000,South,Tennessee,Germantown,Petrol,Individual,Manual,First_Owner,14,796,35,6.1kgm@ 3000rpm,5,Y
2047,Mahindra,2014,825000,110000,South,Tennessee,Gallatin,Diesel,Individual,Manual,First_Owner,15.1,2179,140,330Nm@ 1600-2800rpm,7,Y
2049,Chevrolet,2015,600000,80000,South,Tennessee,Germantown,Diesel,Individual,Manual,Second_Owner,13.58,2499,72.4,171Nm@ 1800rpm,9,Y
2050,Maruti,2002,65000,80000,South,Tennessee,Germantown,Petrol,Individual,Manual,Second_Owner,17.3,993,60,78Nm@ 4500rpm,5,Y
2051,Maruti,2013,550000,100000,Central,Illinois,Joliet,Diesel,Individual,Manual,First_Owner,23.4,1248,74,190Nm@ 2000rpm,5,Y
2052,Mahindra,2015,650000,120000,Central,Illinois,Joliet,Diesel,Individual,Manual,First_Owner,15.96,2523,63,180Nm@ 1440-1500rpm,9,Y
2053,Maruti,2019,750000,24000,Central,Illinois,Joliet,Diesel,Individual,Manual,First_Owner,28.4,1248,74.02,190Nm@ 2000rpm,5,Y
2054,Mahindra,2017,380000,80000,Central,Illinois,Joliet,Diesel,Individual,Manual,First_Owner,25.32,1198,77,190Nm@ 1750-2250rpm,6,Y
2055,Hyundai,2012,400000,138000,Central,Illinois,Joliet,Diesel,Individual,Manual,First_Owner,22.32,1582,126.32,259.8Nm@ 1900-2750rpm,5,Y
2056,Maruti,2003,50000,147000,Central,Illinois,Kankakee,Petrol,Individual,Manual,Fourth_Above_Owner,18.9,998,67.1,90Nm@ 3500rpm,5,Y
2057,Mahindra,2017,750000,60000,Central,Illinois,Joliet,Diesel,Individual,Manual,First_Owner,18.49,1493,100,240Nm@ 1600-2800rpm,7,Y
2058,Chevrolet,2011,150000,80000,West,Utah,Layton,Petrol,Individual,Manual,First_Owner,18,995,62,90.3Nm@ 4200rpm,5,Y
2059,Maruti,2016,245000,50000,West,Utah,Layton,Petrol,Individual,Manual,First_Owner,22.74,796,47.3,69Nm@ 3500rpm,5,Y
2060,Tata,2013,260000,189000,West,Utah,Kearns,Diesel,Individual,Manual,First_Owner,21.02,1248,88.76,200Nm@ 1750-3000rpm,5,Y
2061,Volkswagen,2014,411000,90000,West,Utah,Layton,Diesel,Individual,Automatic,Second_Owner,21.21,1498,103.2,250Nm@ 1500-2500rpm,5,Y
2062,Hyundai,2014,450000,56000,West,Utah,Layton,Diesel,Individual,Manual,First_Owner,21.9,1396,88.76,219.6Nm@ 1750-2750rpm,5,N
2063,BMW,2012,1300000,140000,West,Utah,Layton,Diesel,Individual,Automatic,Second_Owner,18.88,1995,184,380Nm@ 1750-2750rpm,5,N
2064,Maruti,2016,351000,60000,West,Utah,Kearns,Petrol,Individual,Manual,First_Owner,23.1,998,67.04,90Nm@ 3500rpm,5,N
2065,Mahindra,2012,550000,130000,West,Utah,Kearns,Diesel,Individual,Manual,First_Owner,15.1,2179,140,330Nm@ 1600-2800rpm,7,N
2066,BMW,2013,1300000,140000,West,Utah,Kearns,Diesel,Individual,Automatic,Second_Owner,18.88,1995,184,380Nm@ 1750-2750rpm,5,N
2067,Tata,2013,260000,189000,West,Utah,Kearns,Diesel,Individual,Manual,First_Owner,21.02,1248,88.76,200Nm@ 1750-3000rpm,5,N
2068,Volkswagen,2014,411000,90000,Central,Wisconsin,Madison,Diesel,Individual,Automatic,Second_Owner,21.21,1498,103.2,250Nm@ 1500-2500rpm,5,N
2069,Hyundai,2014,450000,56000,Central,Wisconsin,Kenosha,Diesel,Individual,Manual,First_Owner,21.9,1396,88.76,219.6Nm@ 1750-2750rpm,5,N
2070,BMW,2012,1300000,140000,Central,Wisconsin,Madison,Diesel,Individual,Automatic,Second_Owner,18.88,1995,184,380Nm@ 1750-2750rpm,5,N
2071,Maruti,2016,351000,60000,Central,Wisconsin,Madison,Petrol,Individual,Manual,First_Owner,23.1,998,67.04,90Nm@ 3500rpm,5,N
2072,Mahindra,2012,550000,130000,Central,Wisconsin,Madison,Diesel,Individual,Manual,First_Owner,15.1,2179,140,330Nm@ 1600-2800rpm,7,N
2073,BMW,2013,1300000,140000,Central,Wisconsin,Madison,Diesel,Individual,Automatic,Second_Owner,18.88,1995,184,380Nm@ 1750-2750rpm,5,N
2074,Nissan,2016,750000,35000,Central,Wisconsin,Manitowoc,Diesel,Individual,Manual,First_Owner,20.45,1461,83.8,200Nm@ 1900rpm,5,N
2075,Nissan,2015,800000,35000,Central,Wisconsin,Madison,Diesel,Individual,Manual,First_Owner,20.45,1461,83.8,200Nm@ 1900rpm,5,N
2076,Tata,2011,350000,156000,Central,Wisconsin,La Crosse,Diesel,Individual,Manual,First_Owner,11.57,2179,138.1,320Nm@ 1700-2700rpm,7,N
2077,Maruti,2013,200000,90000,Central,Wisconsin,La Crosse,Petrol,Individual,Manual,First_Owner,22.74,796,47.3,69Nm@ 3500rpm,5,N
2078,Tata,2008,150000,60000,Central,Wisconsin,La Crosse,Diesel,Individual,Manual,Third_Owner,17,1405,70,"13.5@ 2,500(kgm@ rpm)",5,N
2079,Nissan,2016,800000,36000,Central,Wisconsin,Madison,Diesel,Individual,Manual,First_Owner,19.01,1461,108.5,248Nm@ 2250rpm,5,N
2080,Hyundai,2017,350000,20000,Central,Wisconsin,La Crosse,Petrol,Individual,Manual,Second_Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5,N
2081,Tata,2011,350000,160000,Central,Wisconsin,Kenosha,Diesel,Individual,Manual,First_Owner,13.93,2179,138,320Nm@ 1700-2700rpm,7,N
2082,Mahindra,2006,250000,185000,Central,Wisconsin,La Crosse,Diesel,Individual,Manual,First_Owner,12.7,2609,116.6,"28.3@ 1,700-2,200(kgm@ rpm)",9,N
2083,Tata,2010,170000,110000,South,Kentucky,Danville,Diesel,Individual,Manual,Second_Owner,17,1405,71,135Nm@ 2500rpm,5,N
2084,Renault,2018,395000,10800,West,Colorado,Aurora,Petrol,Individual,Manual,First_Owner,25.17,799,53.3,72Nm@ 4386rpm,5,N
2085,Mahindra,2012,450000,120000,West,Colorado,Aurora,Diesel,Individual,Manual,First_Owner,15.96,2523,62.1,195Nm@ 1400-2200rpm,7,N
2086,Maruti,2019,500000,15000,West,Colorado,Boulder,Petrol,Individual,Manual,First_Owner,20.89,1197,81.8,113Nm@ 4200rpm,5,N
2087,Tata,2012,200000,67500,South,Kentucky,Danville,Diesel,Individual,Manual,First_Owner,12.2,1948,68,"115@ 2,500(kgm@ rpm)",10,N
2088,Tata,2017,1200000,30000,South,Kentucky,Danville,Diesel,Individual,Manual,First_Owner,17.6,2179,153.86,400Nm@ 1750-2500rpm,7,N
2089,Mahindra,2016,400000,50000,West,Colorado,Aurora,Diesel,Individual,Manual,First_Owner,25.32,1198,77,190Nm@ 1750-2250rpm,6,N
